Make;Model;Variant;Start Year;End Year;Doors;Drivetrain;Body Type;Engine Size;Aspiration;Fuel Type;Transmission Type
Opel;Manta A;;1994;2001;2-door;FWD;Coupe;1.4L/1.6L;Naturally Aspirated;Petrol;5-Speed Manual/4-Speed Automatic
Renault;Laguna;I RT;1994;2001;5-door;FWD;Hatchback/Wagon;1.8L/2.0L;Naturally Aspirated;Petrol;5-Speed Manual/4-Speed Automatic
Fiat;Bravo;HGT;1995;2001;3-door;FWD;Hatchback;2.0L;Naturally Aspirated;Petrol;5-Speed Manual
Honda;CR-V;1st Gen;1995;2001;5-door;FWD/AWD;SUV;2.0L;Naturally Aspirated;Petrol;5-Speed Manual/4-Speed Automatic
Honda;Integra;DC2 Type R;1995;2001;2-door;FWD;Coupe;1.8L;Naturally Aspirated;Petrol;5-Speed Manual
Honda;Prelude;5th Gen Type S;1996;2001;2-door;FWD;Coupe;2.2L;Naturally Aspirated;Petrol;5-Speed Manual
Infiniti;I;I30;1996;2001;4-door;FWD;Sedan;3.0L;Naturally Aspirated;Petrol;4-Speed Automatic
Kia;Clarus;;1996;2001;4-door/5-door;FWD;Sedan/Wagon;1.8L/2.0L;Naturally Aspirated;Petrol;5-Speed Manual/4-Speed Automatic
LDV;Cub;;1996;2001;4-door;FWD;Van;1.9L/2.3L;Naturally Aspirated/Turbocharged;Diesel;5-Speed Manual
Peugeot;306;GTi-6;1996;2001;3-door;FWD;Hatchback;2.0L;Naturally Aspirated;Petrol;6-Speed Manual
Proton;Putra;;1996;2001;2-door;FWD;Coupe;1.8L;Naturally Aspirated;Petrol;5-Speed Manual/4-Speed Automatic
Audi;S4;B5 (Typ 8D);1997;2001;4-door;Quattro;Sedan/Avant;2.7L V6;Twin-Turbo;Petrol;6-Speed Manual/5-Speed Tiptronic
Citroën;Xantia;Activa V6;1997;2001;5-door;FWD;Hatchback;3.0L V6;Naturally Aspirated;Petrol;5-Speed Manual/4-Speed Auto
Ford;Puma;1.7;1997;2001;2-door;FWD;Coupe;1.7L;Naturally Aspirated;Petrol;5-Speed Manual
Infiniti;Q;Q45 (FY33);1997;2001;4-door;RWD;Sedan;4.1L;Naturally Aspirated;Petrol;4-Speed Automatic
Isuzu;VehiCROSS;;1997;2001;3-door;4WD;SUV;3.2L/3.5L;Naturally Aspirated;Petrol;4-Speed Automatic
Toyota;Camry;XV20 CE Sedan;1997;2001;4-door;FWD;Sedan;2.20L;Naturally Aspirated;Petrol;5-Speed Manual
AC;Aceca;;1998;2001;2-door;RWD;Coupe;4.6L;Naturally Aspirated;Petrol;5-Speed Manual/4-Speed Automatic
AC;Cobra;Mk IV CRS;1999;2001;2-door;RWD;Roadster;3.5L;Naturally Aspirated;Petrol;5-Speed Manual
Mitsubishi;Lancer Evolution;VI;1999;2001;4-door;AWD;Sedan;2.0L;Turbocharged;Petrol;5-Speed Manual
AC;Cobra;212 S/C;2000;2001;2-door;RWD;Roadster;3.5L;Twin-Turbocharged;Petrol;6-Speed Manual
Audi;RS 4 Avant;;2000;2001;5-door;Quattro;Wagon;2.7L V6;Twin-Turbo;Petrol;6-Speed Manual
Daihatsu;Rugger;;1984;2002;3-door/5-door;4WD;SUV;2.0L/2.2L/2.8L;Naturally Aspirated/Turbocharged;Petrol/Diesel;5-Speed Manual/4-Speed Automatic
Daihatsu;Rocky;F300;1989;2002;3-door;4WD;MiniSUV;1.6L;Naturally Aspirated;Petrol;5-Speed Manual
Isuzu;Trooper;;1991;2002;3-door/5-door;4WD;SUV;3.2L/3.5L/3.0L/3.1L;Naturally Aspirated/Turbocharged;Petrol/Diesel;5-Speed Manual/4-Speed Automatic
Daihatsu;Opti;;1992;2002;3-door/5-door;FWD/4WD;KeiCar;660cc;Naturally Aspirated/Turbocharged;Petrol;5-Speed Manual/3/4-Speed Automatic
Dodge;Viper;RT/10;1992;2002;2-door;RWD;Roadster;8.0L;Naturally Aspirated;Petrol;6-Speed Manual
Mazda;RX-7;FD;1992;2002;2-door;RWD;Coupe;1.3L;Sequential Twin-Turbo;Petrol (Rotary);5-Speed Manual
Citroën;Xantia;SX/VSX;1993;2002;5-door;FWD;Hatchback/Estate;1.6L/1.8L/2.0L/1.9L TD;Naturally Aspirated/Turbocharged;Petrol/Diesel;5-Speed Manual/4-Speed Auto
SEAT;Córdoba;1 (6K);1993;2002;2-door/4-door/5-door;FWD;Sedan/Coupe/Wagon;1.4L-2.0L/1.9L;Naturally Aspirated/Turbocharged;Petrol/Diesel;5-Speed Manual/4-Speed Automatic
Audi;A8;D2 (Typ 4D);1994;2002;4-door;FWD/Quattro;Sedan;2.8L V6/3.7L V8/4.2L V8;Naturally Aspirated;Petrol;5-Speed Tiptronic/5-Speed Manual
Honda;Passport;;1994;2002;5-door;RWD/4WD;SUV;2.6L/3.2L;Naturally Aspirated;Petrol;5-Speed Manual/4-Speed Automatic
Isuzu;Aska;;1994;2002;4-door;FWD;Sedan;1.8L/2.0L/2.5L;Naturally Aspirated;Petrol;5-Speed Manual/4-Speed Automatic
Peugeot;806;;1994;2002;5-door;FWD;MPV;1.9L/2.0L/2.1L;Turbocharged/Naturally Aspirated;Diesel/Petrol;5-Speed Manual/4-Speed Automatic
BMW;Z3;;1995;2002;2-door;RWD;Roadster/Coupe;1.8L/1.9L/2.8L/3.0L;Naturally Aspirated;Petrol;5-Speed Manual/4/5-Speed Auto
Mercedes-Benz;E-Class;W210;1995;2002;4-door;RWD/4Matic;Sedan/Wagon;2.0L Inline 4 Cyl - 4.3L V8;Naturally Aspirated/Supercharged;Petrol/Diesel;5-Speed Auto/5/6-Speed Manual
MG;F;1.8i;1995;2002;2-door;RWD;Roadster;1.8L;Naturally Aspirated;Petrol;5-Speed Manual
MG;F;VVC;1995;2002;2-door;RWD;Roadster;1.8L;Naturally Aspirated;Petrol;5-Speed Manual
Nissan;Primera;P11;1995;2002;4-door/5-door;FWD/AWD;Sedan/Hatchback/Wagon;1.6L/1.8L/2.0L;Naturally Aspirated;Petrol/Diesel;5-Speed Manual/4-Speed Automatic/CVT
Nissan;Terrano;R50;1995;2002;4-door;RWD/4WD;SUV;2.4L/3.3L/2.7L/3.0L/3.2L;Naturally Aspirated/Turbocharged;Petrol/Diesel;5-Speed Manual/4-Speed Automatic
Renault;Mégane;I Coupe;1995;2002;2-door;FWD;Coupe;1.6L/2.0L;Naturally Aspirated;Petrol;5-Speed Manual
Suzuki;Baleno;;1995;2002;3-door/4-door/5-door;FWD/AWD;Hatchback/Sedan/Wagon;1.3L/1.6L/1.8L;Naturally Aspirated;Petrol;5-Speed Manual/4-Speed Automatic
Audi;S8;D2 (Typ 4D);1996;2002;4-door;Quattro;Sedan;4.2L V8;Naturally Aspirated;Petrol;6-Speed Manual/5-Speed Tiptronic
Bentley;Continental T;;1996;2002;2-door;RWD;Coupe;6.75L V8;Turbocharged;Petrol;4-Speed Automatic
Daihatsu;Pyzar;;1996;2002;5-door;FWD/4WD;MiniMPV;1.5L/1.6L;Naturally Aspirated;Petrol;5-Speed Manual/4-Speed Automatic
Dodge;Viper;GTS;1996;2002;2-door;RWD;Coupe;8.0L;Naturally Aspirated;Petrol;6-Speed Manual
Ferrari;550;Maranello;1996;2002;2-door;RWD;Berlinetta;5.5L;Naturally Aspirated;Petrol;6-Speed Manual
Fiat;Marea;;1996;2002;4-door/5-door;FWD;Sedan/Wagon;1.4L-2.4L;Naturally Aspirated/Turbocharged;Petrol/Diesel;5-Speed Manual/4-Speed Automatic
Hyundai;Coupe;RD;1996;2002;2-door;FWD;Coupe;1.6L/1.8L/2.0L;Naturally Aspirated;Petrol;5-Speed Manual/4-Speed Automatic
Mazda;Mazda2;DW (Demio) 1.3;1996;2002;5-door;FWD;Hatchback;1.3L;Naturally Aspirated;Petrol;5-Speed Manual/4-Speed Automatic
Mitsubishi;Galant;8th Gen VR-4;1996;2002;4-door/5-door;AWD;Sedan/Wagon;2.5L;Twin-Turbocharged;Petrol;5-Speed Manual/5-Speed Tiptronic
Renault;Espace;III Grand Espace;1996;2002;5-door;FWD;MPV;2.0L/2.2L/3.0L;Naturally Aspirated/Turbocharged;Petrol/Diesel;5-Speed Manual/4-Speed Automatic
SEAT;Ibiza;2 (6K) Cupra;1996;2002;3-door;FWD;Hatchback;1.8L/2.0L;Turbocharged/Naturally Aspirated;Petrol;5-Speed Manual
Toyota;4Runner;N180 Limited SUV;1996;2002;4-door;4WD;SUV;3.40L;Naturally Aspirated;Petrol;4-Speed Automatic
Toyota;Land Cruiser Prado;J90 VX Wagon;1996;2002;5-door;4WD;SUV;3.40L;Naturally Aspirated;Petrol;4-Speed Automatic
Volvo;C70;Coupe (Gen 1);1996;2002;2-door;FWD;Coupe;2.0L/2.3L/2.4L;Turbocharged;Petrol;5-Speed Manual/5-Speed Automatic
BMW;M Roadster/Coupe;Z3 M;1997;2002;2-door;RWD;Roadster/Coupe;3.2L Inline 6 Cyl;Naturally Aspirated;Petrol;5-Speed Manual
Mahindra;Voyager;;1997;2002;5-door;RWD;Van;2.1L/2.5L;Naturally Aspirated;Diesel;5-Speed Manual
Mazda;626;GF 2.0;1997;2002;4-door/5-door;FWD;Sedan/Wagon;2.0L;Naturally Aspirated;Petrol;5-Speed Manual/4-Speed Automatic
Subaru;Forester;SF;1997;2002;5-door;AWD;SUV;2.0L/2.5L;Naturally Aspirated/Turbocharged;Petrol;5-Speed Manual/4-Speed Automatic
Ford;Cougar;2.5 V6;1998;2002;2-door;FWD;Coupe;2.5L;Naturally Aspirated;Petrol;5-Speed Manual/4-Speed Automatic
Ford;Falcon;AU XR8;1998;2002;4-door;RWD;Sedan;5.0L;Naturally Aspirated;Petrol;5-Speed Manual/4-Speed Automatic
Honda;Accord;6th Gen Type R;1998;2002;4-door;FWD;Sedan;2.2L;Naturally Aspirated;Petrol;5-Speed Manual
Mahindra;Marshal;;1998;2002;5-door/10-door;RWD;SUV;2.0L;Naturally Aspirated;Petrol/Diesel;4/5-Speed Manual
Maserati;3200 GT;;1998;2002;2-door;RWD;Coupe;3.2L;Twin-Turbocharged;Petrol;6-Speed Manual/4-Speed Automatic
Mercedes-AMG;E-Class;E 55 AMG (W210);1998;2002;4-door/5-door;RWD;Sedan/Wagon;5.4L;Naturally Aspirated;Petrol;5-Speed Automatic
Mercedes-Benz;E-Class AMG;W210 E55;1998;2002;4-door;RWD;Sedan/Wagon;5.4L V8;Naturally Aspirated;Petrol;5-Speed Automatic
Nissan;Cube;Z10;1998;2002;5-door;FWD;MPV;1.3L;Naturally Aspirated;Petrol;4-Speed Automatic/CVT
Nissan;Skyline;R34;1998;2002;2-door/4-door;RWD/AWD;Coupe/Sedan;2.0L/2.5L/2.6L;Naturally Aspirated/Turbocharged/Twin-Turbo;Petrol;4/5/6-Speed Manual/4-Speed Tiptronic
Rolls-Royce;Silver Seraph;;1998;2002;4-door;RWD;Sedan;5.4L;Naturally Aspirated;Petrol;5-Speed Automatic
Toyota;Corolla;E110 VE Sedan;1998;2002;4-door;FWD;Sedan;1.80L;Naturally Aspirated;Petrol;3-Speed Automatic
Infiniti;G;G20 (P11);1999;2002;4-door;FWD;Sedan;2.0L;Naturally Aspirated;Petrol;5-Speed Manual/4-Speed Automatic
Nissan;200SX;S15;1999;2002;2-door;RWD;Coupe;2.0L;Turbocharged;Petrol;6-Speed Manual
Nissan;Quest;V41;1999;2002;4-door;FWD;Minivan;3.3L;Naturally Aspirated;Petrol;4-Speed Automatic
Nissan;Silvia;S15;1999;2002;2-door;RWD;Coupe;2.0L;Naturally Aspirated/Turbocharged;Petrol;6-Speed Manual/4-Speed Automatic
Opel;Manta B;GSi;1999;2002;4-door/5-door;FWD;Sedan/Hatchback;2.5L/2.6L;Naturally Aspirated;Petrol;5-Speed Manual
Rolls-Royce;Corniche;V;2000;2002;2-door;RWD;Convertible;6.8L;Turbocharged;Petrol;4-Speed Automatic
Rolls-Royce;Park Ward;;2000;2002;4-door;RWD;Limousine;6.8L;Naturally Aspirated;Petrol;4-Speed Automatic
Volkswagen;Polo;Mk3 (6N2) S/SE/GTI;2000;2002;3-door/5-door;FWD;Hatchback;1.0L/1.4L/1.6L GTI;Naturally Aspirated;Petrol;5-Speed Manual
Fiat;Panda;4x4;1983;2003;3-door;4WD;Hatchback;965cc/1.1L;Naturally Aspirated;Petrol;5-Speed Manual
Mitsubishi;Chariot;;1983;2003;5-door;FWD/AWD;MPV;1.8L/2.0L/2.4L;Naturally Aspirated/Turbocharged;Petrol/Diesel;5-Speed Manual/3/4-Speed Automatic
Suzuki;Cultus/Swift;SF;1988;2003;2-door/3-door/4-door/5-door;FWD/AWD;Hatchback/Sedan/Convertible;1.0L/1.3L/1.6L;Naturally Aspirated;Petrol;5-Speed Manual/3-Speed Automatic
Suzuki;Swift;2nd Gen (SF);1988;2003;2-door/3-door/4-door/5-door;FWD/AWD;Hatchback/Sedan/Convertible;1.0L/1.3L/1.6L;Naturally Aspirated;Petrol;5-Speed Manual/3-Speed Automatic
Bentley;Continental R;;1991;2003;2-door;RWD;Coupe;6.75L V8;Turbocharged;Petrol;4-Speed Automatic
Hyundai;Galloper;;1991;2003;3-door/5-door;4WD;SUV;2.5L/3.0L;Turbocharged/Naturally Aspirated;Diesel/Petrol;5-Speed Manual
Lexus;ES;300;1991;2003;4-door;FWD;Sedan;3.0L;Naturally Aspirated;Petrol;4/5-Speed Automatic
Tata;Sierra;;1991;2003;3-door;RWD;SUV;2.0L/1.9L;Naturally Aspirated/Turbocharged;Petrol/Diesel;5-Speed Manual
Ferrari;456;GT;1992;2003;2-door;RWD;2+2Coupe;5.5L;Naturally Aspirated;Petrol;6-Speed Manual/4-Speed Automatic
Kia;Mentor;;1992;2003;4-door/5-door;FWD;Sedan/Hatchback;1.5L/1.6L/1.8L;Naturally Aspirated;Petrol;5-Speed Manual/4-Speed Automatic
Nissan;Micra;K11;1992;2003;3-door/5-door;FWD;Hatchback/Convertible;1.0L/1.3L/1.4L/1.5L;Naturally Aspirated;Petrol/Diesel;5-Speed Manual/CVT
Proton;Saga;Iswara;1992;2003;4-door/5-door;FWD;Sedan/Hatchback;1.3L/1.5L;Naturally Aspirated;Petrol;5-Speed Manual/3-Speed Automatic
Opel;OmegaB;MV6;1994;2003;4-door/5-door;RWD;Sedan/Wagon;3.0L/3.2L;Naturally Aspirated;Petrol;5-Speed Manual/4-Speed Automatic
Bentley;Azure;;1995;2003;2-door;RWD;Convertible;6.75L V8;Turbocharged;Petrol;4-Speed Automatic
BMW;5 Series;E39 528i/530i/540i;1995;2003;4-door;RWD;Sedan/Touring;2.8L/3.0L Inline 6 Cyl/4.4L V8;Naturally Aspirated;Petrol;5/6-Speed Manual/5-Speed Auto
Ford;Windstar;SEL;1995;2003;3-door/4-door;FWD;Minivan;3.0L/3.8L;Naturally Aspirated;Petrol;4-Speed Automatic
SEAT;Inca;;1995;2003;3-door/4-door;FWD;Van/MPV;1.4L/1.6L/1.9L;Naturally Aspirated;Petrol/Diesel;5-Speed Manual
Audi;A3;8L;1996;2003;3-door/5-door;FWD/Quattro;Hatchback;1.6L/1.8L/1.8T/1.9L TDI;Naturally Aspirated/Turbocharged;Petrol/Diesel;5/6-Speed Manual/4/5-Speed Auto
Peugeot;106;GTi;1996;2003;3-door;FWD;Hatchback;1.6L;Naturally Aspirated;Petrol;5-Speed Manual
Renault;Scénic;I;1996;2003;5-door;FWD;CompactMPV;1.4L/1.6L/1.8L/2.0L/1.9L;Naturally Aspirated/Turbocharged;Petrol/Diesel;5-Speed Manual/4-Speed Automatic
Infiniti;QX;QX4;1997;2003;5-door;RWD/4WD;SUV;3.3L/3.5L;Naturally Aspirated;Petrol;4-Speed Automatic
Jaguar;XJ;X308 XJR;1997;2003;4-door;RWD;Sedan;4.0L;Supercharged;Petrol;5-Speed Automatic
Mercedes-Benz;CLK-Class;C208;1997;2003;2-door;RWD;Coupe/Convertible;2.0L Inline 4 Cyl - 5.4L V8;Naturally Aspirated/Supercharged;Petrol;5-Speed Auto/5/6-Speed Manual
Toyota;Prius;XW10 Sedan;1997;2003;4-door;FWD;Sedan;1.50L;Naturally Aspirated;Hybrid;CVT
BMW;M5;E39;1998;2003;4-door;RWD;Sedan;4.9L V8;Naturally Aspirated;Petrol;6-Speed Manual
Daihatsu;Bee;;1998;2003;5-door;FWD;Hatchback;660cc;Naturally Aspirated;Petrol;5-Speed Manual/3-Speed Automatic
Kia;Retona;;1998;2003;3-door;4WD;SUV;2.0L;Naturally Aspirated/Turbocharged;Petrol/Diesel;5-Speed Manual/4-Speed Automatic
Lexus;RX;300;1998;2003;5-door;FWD/AWD;CrossoverSUV;3.0L;Naturally Aspirated;Petrol;4-Speed Automatic
Mazda;323;BJ Protegé 1.6;1998;2003;4-door;FWD;Sedan;1.6L;Naturally Aspirated;Petrol;5-Speed Manual/4-Speed Automatic
Nissan;Cefiro;A33;1998;2003;4-door;FWD;Sedan;2.0L/2.5L/3.0L;Naturally Aspirated;Petrol;4-Speed Automatic
Subaru;Legacy;3rd Gen (BE/BH) B4;1998;2003;4-door/5-door;AWD;Sedan/Wagon;2.0L/2.5L/3.0L;Naturally Aspirated/Twin-Turbocharged;Petrol;5-Speed Manual/4-Speed Automatic
Toyota;Sienna;XL10 LE Van;1998;2003;4-door;FWD;Van;3.00L;Naturally Aspirated;Petrol;4-Speed Automatic
Aston Martin;DB7;V12 Vantage;1999;2003;2-door;RWD;Coupe;5.9L V12;Naturally Aspirated;Petrol;6-Speed Manual/5-Speed Touchtronic
Aston Martin;DB7;V12 Vantage Volante;1999;2003;2-door;RWD;Convertible;5.9L V12;Naturally Aspirated;Petrol;6-Speed Manual/5-Speed Touchtronic
Audi;S3;8L;1999;2003;3-door;Quattro;Hatchback;1.8L;Turbocharged;Petrol;6-Speed Manual
Fiat;Punto;HGT;1999;2003;3-door;FWD;Hatchback;1.8L;Naturally Aspirated;Petrol;5-Speed Manual
Honda;Avancier;;1999;2003;5-door;FWD/4WD;Wagon;2.3L/3.0L;Naturally Aspirated;Petrol;4/5-Speed Automatic
Honda;S2000;AP1;1999;2003;2-door;RWD;Roadster;2.0L;Naturally Aspirated;Petrol;6-Speed Manual
Kia;Joice;;1999;2003;5-door;FWD;CompactMPV;2.0L;Naturally Aspirated;Petrol;5-Speed Manual/4-Speed Automatic
Nissan;Maxima;A33B;2000;2003;4-door;FWD;Sedan;3.0L/3.5L;Naturally Aspirated;Petrol;4-Speed Automatic
Renault;Avantime;Dynamique;2001;2003;3-door;FWD;MPVCoupe;2.0L/3.0L;Turbocharged/Naturally Aspirated;Petrol;6-Speed Manual/5-Speed Automatic
Aston Martin;DB7;GT/GTA;2002;2003;2-door;RWD;Coupe;5.9L V12;Naturally Aspirated;Petrol;6-Speed Manual/5-Speed Touchtronic
Smart;Crossblade;;2002;2003;2-door;RWD;Speedster;0.6L;Turbocharged;Petrol;6-Speed Semi-Automatic
Dodge;Dakota;Sport;1987;2004;2-door/4-door;RWD/4WD;Pickup;2.2L-5.9L;Naturally Aspirated;Petrol;4/5-Speed Manual/3/4-Speed Automatic
Hummer;H1;;1992;2004;2-door/4-door;4WD;SUV/Pickup;6.2L/6.5L/5.7L;Naturally Aspirated/Turbocharged;Diesel/Petrol;3/4-Speed Automatic
Chrysler;Concorde;;1993;2004;4-door;FWD;Sedan;2.7L V6/3.2L V6/3.5L V6;Naturally Aspirated;Petrol;4-Speed Automatic
Dodge;Intrepid;ES;1993;2004;4-door;FWD;Sedan;2.7L/3.2L/3.5L;Naturally Aspirated;Petrol;4-Speed Automatic
Kia;Sportage;JA;1993;2004;3-door/5-door;RWD/4WD;SUV/Convertible;2.0L;Naturally Aspirated/Turbocharged;Petrol/Diesel;5-Speed Manual/4-Speed Automatic
Alfa Romeo;GTV;2.0 Twin Spark 16V;1995;2004;2-door;FWD;Coupe;2.0L;Naturally Aspirated;Petrol;5-Speed Manual
Alfa Romeo;Spider;3.0 V6 12V/24V;1995;2004;2-door;FWD;Convertible;3.0L V6;Naturally Aspirated;Petrol;5/6-Speed Manual
Mitsubishi;Carisma;;1995;2004;4-door/5-door;FWD;Sedan/Hatchback;1.6L/1.8L/1.9L;Naturally Aspirated/Turbocharged;Petrol/Diesel;5-Speed Manual/4-Speed Automatic
Toyota;Tacoma;N140 Xtracab V6;1995;2004;2-door;4WD;PickupTruck;3.40L;Naturally Aspirated;Petrol;4-Speed Automatic
Citroën;Saxo;VTR/VTS;1996;2004;3-door;FWD;Hatchback;1.6L;Naturally Aspirated;Petrol;5-Speed Manual
Honda;Legend;KA9;1996;2004;4-door;FWD;Sedan;3.5L;Naturally Aspirated;Petrol;4-Speed Automatic
Mercedes-Benz;SLK-Class;R170;1996;2004;2-door;RWD;Convertible;2.0L/2.3L Inline 4 Cyl/3.2L V6;Naturally Aspirated/Supercharged;Petrol;5/6-Speed Manual/5-Speed Auto
Nissan;Pathfinder;R50;1996;2004;4-door;RWD/4WD;SUV;3.3L/3.5L;Naturally Aspirated;Petrol;4-Speed Automatic
Porsche;Boxster;986;1996;2004;2-door;RWD;Roadster;2.5L/2.7L/3.2L;Naturally Aspirated;Petrol;5-Speed Manual/5-Speed Tiptronic
Alfa Romeo;GTV;3.0 V6 24V;1997;2004;2-door;FWD;Coupe;3.0L V6;Naturally Aspirated;Petrol;6-Speed Manual
Mercedes-Benz;A-Class;W168;1997;2004;5-door;FWD;Hatchback;1.4L/1.6L/1.9L/2.1L Inline 4 Cyl;Naturally Aspirated;Petrol/Diesel;5-Speed Manual/5-Speed Auto
Peugeot;406;Coupe;1997;2004;2-door;FWD;Coupe;2.0L/2.2L/3.0L;Naturally Aspirated;Petrol/Diesel;5-Speed Manual/4-Speed Automatic
Porsche;911;996 Carrera;1997;2004;2-door;RWD;Coupe/Cabriolet;3.4L/3.6L;Naturally Aspirated;Petrol;6-Speed Manual/5-Speed Tiptronic S
SEAT;Arosa;;1997;2004;3-door;FWD;Hatchback;1.0L/1.4L/1.7L;Naturally Aspirated;Petrol/Diesel;5-Speed Manual/4-Speed Automatic
Volvo;S40;T4;1997;2004;4-door;FWD;Sedan;1.9L/2.0L;Turbocharged;Petrol;5-Speed Manual
Volvo;V40;T4;1997;2004;5-door;FWD;Wagon;1.9L/2.0L;Turbocharged;Petrol;5-Speed Manual
Citroën;Xsara;VTS;1998;2004;3-door;FWD;Coupe;2.0L;Naturally Aspirated;Petrol;5-Speed Manual
Daihatsu;Sirion;M100;1998;2004;5-door;FWD/4WD;Hatchback;1.0L/1.3L;Naturally Aspirated;Petrol;5-Speed Manual/4-Speed Automatic
Fiat;Seicento;Sporting;1998;2004;3-door;FWD;Hatchback;1.1L;Naturally Aspirated;Petrol;5-Speed Manual
Ford;Focus;Mk I Ghia;1998;2004;3-door/4-door/5-door;FWD;Hatchback/Sedan/Wagon;1.6L/1.8L/2.0L;Naturally Aspirated;Petrol/Diesel;5-Speed Manual/4-Speed Automatic
Hyundai;Sonata;EF;1998;2004;4-door;FWD;Sedan;2.0L/2.4L/2.5L/2.7L;Naturally Aspirated;Petrol;5-Speed Manual/4-Speed Automatic
Isuzu;Rodeo;;1998;2004;5-door;RWD/4WD;SUV;2.2L/3.2L/3.5L;Naturally Aspirated;Petrol;5-Speed Manual/4-Speed Automatic
Land Rover;Discovery;2 (Td5);1998;2004;5-door;4WD;SUV;2.5L;Turbocharged;Diesel;5-Speed Manual/4-Speed Automatic
Land Rover;Discovery;2 (V8);1998;2004;5-door;4WD;SUV;4.0L/4.6L;Naturally Aspirated;Petrol;4-Speed Automatic
SEAT;Toledo;2 (1M);1998;2004;4-door;FWD;Sedan;1.6L-2.3L/1.9L;Naturally Aspirated/Turbocharged;Petrol/Diesel;5/6-Speed Manual
Chrysler;300M;;1999;2004;4-door;FWD;Sedan;2.7L V6/3.5L V6;Naturally Aspirated;Petrol;4-Speed Automatic
Daihatsu;Naked;;1999;2004;5-door;FWD/4WD;KeiCar;660cc;Naturally Aspirated/Turbocharged;Petrol;5-Speed Manual/4-Speed Automatic
Ford;F-150;SVT Lightning;1999;2004;2-door;RWD;Pickup;5.4L;Supercharged;Petrol;4-Speed Automatic
Honda;Odyssey;2nd Gen;1999;2004;5-door;FWD;Minivan;2.3L/3.0L;Naturally Aspirated;Petrol;4/5-Speed Automatic
Jeep;Grand Cherokee;WJ Limited;1999;2004;4-door;RWD/4WD;SUV;4.0L/4.7L;Naturally Aspirated;Petrol;4/5-Speed Automatic
Nissan;Cedric;Y34;1999;2004;4-door;RWD/AWD;Sedan;2.5L/3.0L;Naturally Aspirated/Turbocharged;Petrol;CVT/4-Speed Automatic
Nissan;Xterra;WD22;1999;2004;5-door;RWD/4WD;SUV;2.4L/3.3L;Naturally Aspirated/Supercharged;Petrol;5-Speed Manual/4-Speed Automatic
Renault;Clio;II Renault Sport 172;1999;2004;3-door;FWD;Hatchback;2.0L;Naturally Aspirated;Petrol;5-Speed Manual
Opel;Astra;G Coupe;2000;2004;2-door;FWD;Coupe;1.6L/1.8L/2.2L/2.0L;Naturally Aspirated/Turbocharged;Petrol;5-Speed Manual/4-Speed Automatic
Suzuki;Alto;HA23;2000;2004;3-door/5-door;FWD/4WD;Hatchback;658cc;Naturally Aspirated;Petrol;5-Speed Manual/3/4-Speed Automatic
Toyota;Avalon;XX20 XLS Sedan;2000;2004;4-door;FWD;Sedan;3.00L;Naturally Aspirated;Petrol;4-Speed Automatic
Volkswagen;Golf;Mk4 S/SE;2000;2004;3-door/5-door;FWD;Hatchback;1.4L/1.6L;Naturally Aspirated;Petrol;5-Speed Manual/4-Speed Automatic
Volkswagen;Golf;Mk4 GT/V5;2000;2004;3-door/5-door;FWD;Hatchback;2.3L V5;Naturally Aspirated;Petrol;5/6-Speed Manual/5-Speed Tiptronic
Volkswagen;Golf;Mk4 GTI;2000;2004;3-door/5-door;FWD;Hatchback;1.8L;Turbocharged;Petrol;5/6-Speed Manual/5-Speed Tiptronic
Volkswagen;Golf;Mk6 R;2010;2013;3-door/5-door;4Motion;Hatchback;2.0L TSI;Turbocharged;Petrol;6-Speed Manual/6-Speed DSG
Proton;Juara;;2001;2004;5-door;RWD;Microvan;1.1L;Naturally Aspirated;Petrol;4-Speed Automatic
Volkswagen;Touareg;SE/R-Line;2010;2018;5-door;4Motion;SUV;3.0L V6 TDI/3.6L V6 FSI/4.2L V8 TDI;Turbocharged/Naturally Aspirated;Diesel/Petrol;8-Speed Automatic
Alfa Romeo;147;GTA;2002;2004;3-door;FWD;Hatchback;3.2L V6;Naturally Aspirated;Petrol;6-Speed Manual/Selespeed
Ferrari;Enzo;;2002;2004;2-door;RWD;Berlinetta;6.0L;Naturally Aspirated;Petrol;6-Speed F1
Infiniti;I;I35;2002;2004;4-door;FWD;Sedan;3.5L;Naturally Aspirated;Petrol;4-Speed Automatic
Isuzu;Axiom;;2002;2004;5-door;RWD/4WD;SUV;3.5L;Naturally Aspirated;Petrol;4-Speed Automatic
Volkswagen;Amarok;Trendline/Highline;2010;2020;4-door;4Motion;Pickup;2.0L BiTDI/3.0L V6 TDI;Turbocharged;Diesel;6-Speed Manual/8-Speed Automatic
Ferrari;360;Challenge Stradale;2003;2004;2-door;RWD;Berlinetta;3.6L;Naturally Aspirated;Petrol;6-Speed F1
Infiniti;M;M45 (Y34);2003;2004;4-door;RWD;Sedan;4.5L;Naturally Aspirated;Petrol;5-Speed Automatic
Smart;Forfour;1 (454) Pulse;2004;2006;5-door;FWD;Hatchback;1.1L/1.3L/1.5L/1.5L;Naturally Aspirated/Turbocharged;Petrol/Diesel;5-Speed Manual/6-Speed Semi-Automatic
BAW;Beijing BJ212;;1980;2005;2-door/4-door;4WD;Off-roadvehicle;2.4L;Naturally Aspirated;Petrol;3/4-Speed Manual
